CODE,MFR,MODEL,TYPE-ENG,NO-ENG,NO-SEATS,N-NUMBER,YEAR MFR,NAME
13844BZ,BOEING                        ,737-824             ,5,2,149,33289,2004,UNITED AIRLINES INC                               
13844BZ,BOEING                        ,737-824             ,5,2,149,33292,2004,UNITED AIRLINES INC                               
13844BZ,BOEING                        ,737-824             ,5,2,149,33294,2005,WELLS FARGO TRUST CO NA TRUSTEE                   
13844BZ,BOEING                        ,737-824             ,5,2,149,34222,1998,UNITED AIRLINES INC                               
13844BZ,BOEING                        ,737-824             ,5,2,149,34282,2004,WELLS FARGO TRUST CO NA TRUSTEE                   
13844BZ,BOEING                        ,737-824             ,5,2,149,35204,2000,UNITED AIRLINES INC                               
13844BZ,BOEING                        ,737-824             ,5,2,149,35236,1999,UNITED AIRLINES INC                               
13844BZ,BOEING                        ,737-824             ,5,2,149,35260,2001,UNITED AIRLINES INC                               
13844BZ,BOEING                        ,737-824             ,5,2,149,35271,2001,WELLS FARGO TRUST CO NA TRUSTEE                   
13844BZ,BOEING                        ,737-824             ,5,2,149,36207,2000,UNITED AIRLINES INC                               
13844BZ,BOEING                        ,737-824             ,5,2,149,36247,1999,UNITED AIRLINES INC                               
13844BZ,BOEING                        ,737-824             ,5,2,149,36272,2001,UNITED AIRLINES INC                               
13844BZ,BOEING                        ,737-824             ,5,2,149,36280,2003,UNITED AIRLINES INC                               
13844BZ,BOEING                        ,737-824             ,5,2,149,37252,2000,UNITED AIRLINES INC                               
13844BZ,BOEING                        ,737-824             ,5,2,149,37253,2000,UNITED AIRLINES INC                               
13844BZ,BOEING                        ,737-824             ,5,2,149,37255,2000,UNITED AIRLINES INC                               
13844BZ,BOEING                        ,737-824             ,5,2,149,37263,2001,UMB BANK NA TRUSTEE                               
13844BZ,BOEING                        ,737-824             ,5,2,149,37267,2001,UMB BANK N A TRUSTEE                              
13844BZ,BOEING                        ,737-824             ,5,2,149,37273,2001,UMB BANK NA                                       
13844BZ,BOEING                        ,737-824             ,5,2,149,37274,2002,WELLS FARGO TRUST CO NA TRUSTEE                   
13844BZ,BOEING                        ,737-824             ,5,2,149,37277,2002,UNITED AIRLINES INC                               
13844BZ,BOEING                        ,737-824             ,5,2,149,37281,2003,UNITED AIRLINES INC                               
13844BZ,BOEING                        ,737-824             ,5,2,149,37287,2004,UNITED AIRLINES INC                               
13844BZ,BOEING                        ,737-824             ,5,2,149,37290,2004,UNITED AIRLINES INC                               
13844BZ,BOEING                        ,737-824             ,5,2,149,37293,2005,WELLS FARGO TRUST CO NA TRUSTEE                   
13844BZ,BOEING                        ,737-824             ,5,2,149,37298,2005,WELLS FARGO TRUST CO NA TRUSTEE                   
13844BZ,BOEING                        ,737-824             ,5,2,149,38257,2000,UNITED AIRLINES INC                               
13844BZ,BOEING                        ,737-824             ,5,2,149,38268,2001,UMB BANK NA TRUSTEE                               
13844BZ,BOEING                        ,737-824             ,5,2,149,39297,2005,WELLS FARGO TRUST CO NA TRUSTEE                   
13844BZ,BOEING                        ,737-824             ,5,2,149,54241,1999,UNITED AIRLINES INC                               
13844BZ,BOEING                        ,737-824             ,5,2,149,73251,2000,UNITED AIRLINES INC                               
13844BZ,BOEING                        ,737-824             ,5,2,149,73256,2000,UNITED AIRLINES INC                               
13844BZ,BOEING                        ,737-824             ,5,2,149,73259,2001,UNITED AIRLINES INC                               
13844BZ,BOEING                        ,737-824             ,5,2,149,73270,2001,WELLS FARGO TRUST CO NA TRUSTEE                   
13844BZ,BOEING                        ,737-824             ,5,2,149,73275,2002,WELLS FARGO TRUST CO NA TRUSTEE                   
13844BZ,BOEING                        ,737-824             ,5,2,149,73276,2002,UNITED AIRLINES INC                               
13844BZ,BOEING                        ,737-824             ,5,2,149,73278,2003,UNITED AIRLINES INC                               
13844BZ,BOEING                        ,737-824             ,5,2,149,73283,2004,UMB BANK NA TRUSTEE                               
13844BZ,BOEING                        ,737-824             ,5,2,149,73291,2004,UMB BANK NA TRUSTEE                               
13844BZ,BOEING                        ,737-824             ,5,2,149,73299,2005,UNITED AIRLINES INC                               
13844BZ,BOEING                        ,737-824             ,5,2,149,76254,2000,UNITED AIRLINES INC                               
13844BZ,BOEING                        ,737-824             ,5,2,149,76265,2001,WELLS FARGO TRUST CO NA TRUSTEE                   
13844BZ,BOEING                        ,737-824             ,5,2,149,76269,2001,UMB BANK N A TRUSTEE                              
13844BZ,BOEING                        ,737-824             ,5,2,149,76288,2004,UNITED AIRLINES INC                               
13844BZ,BOEING                        ,737-824             ,5,2,149,76502,2006,UNITED AIRLINES INC                               
13844BZ,BOEING                        ,737-824             ,5,2,149,76503,2006,UNITED AIRLINES INC                               
13844BZ,BOEING                        ,737-824             ,5,2,149,76504,2006,UNITED AIRLINES INC                               
13844BZ,BOEING                        ,737-824             ,5,2,149,76505,2006,UNITED AIRLINES INC                               
13844BZ,BOEING                        ,737-824             ,5,2,149,76508,2008,UNITED AIRLINES INC                               
13844BZ,BOEING                        ,737-824             ,5,2,149,76514,2008,UNITED AIRLINES INC                               
13844BZ,BOEING                        ,737-824             ,5,2,149,76515,2008,UNITED AIRLINES INC                               
13844BZ,BOEING                        ,737-824             ,5,2,149,76516,2008,UNITED AIRLINES INC                               
13844BZ,BOEING                        ,737-824             ,5,2,149,76517,2008,UNITED AIRLINES INC                               
13844BZ,BOEING                        ,737-824             ,5,2,149,76519,2010,UNITED AIRLINES INC                               
13844BZ,BOEING                        ,737-824             ,5,2,149,76522,2010,UNITED AIRLINES INC                               
13844BZ,BOEING                        ,737-824             ,5,2,149,76523,2010,UNITED AIRLINES INC                               
13844BZ,BOEING                        ,737-824             ,5,2,149,76526,2010,UNITED AIRLINES INC                               
13844BZ,BOEING                        ,737-824             ,5,2,149,76528,2010,UNITED AIRLINES INC                               
13844BZ,BOEING                        ,737-824             ,5,2,149,76529,2010,UNITED AIRLINES INC                               
13844BZ,BOEING                        ,737-824             ,5,2,149,76532,2016,UNITED AIRLINES INC                               
13844BZ,BOEING                        ,737-824             ,5,2,149,76533,2016,UNITED AIRLINES INC                               
13844BZ,BOEING                        ,737-824             ,5,2,149,77258,2000,UNITED AIRLINES INC                               
13844BZ,BOEING                        ,737-824             ,5,2,149,77261,2001,UNITED AIRLINES INC                               
13844BZ,BOEING                        ,737-824             ,5,2,149,77295,2005,UNITED AIRLINES INC                               
13844BZ,BOEING                        ,737-824             ,5,2,149,77296,2005,UNITED AIRLINES INC                               
13844BZ,BOEING                        ,737-824             ,5,2,149,77510,2008,UNITED AIRLINES INC                               
13844BZ,BOEING                        ,737-824             ,5,2,149,77518,2008,UNITED AIRLINES INC                               
13844BZ,BOEING                        ,737-824             ,5,2,149,77520,2010,UNITED AIRLINES INC                               
13844BZ,BOEING                        ,737-824             ,5,2,149,77525,2010,UNITED AIRLINES INC                               
13844BZ,BOEING                        ,737-824             ,5,2,149,77530,2011,UNITED AIRLINES INC                               
13844BZ,BOEING                        ,737-824             ,5,2,149,77535,2016,UNITED AIRLINES INC                               
13844BZ,BOEING                        ,737-824             ,5,2,149,77536,2016,UNITED AIRLINES INC                               
13844BZ,BOEING                        ,737-824             ,5,2,149,78285,2004,UMB BANK N A TRUSTEE                              
13844BZ,BOEING                        ,737-824             ,5,2,149,78501,2006,UNITED AIRLINES INC                               
13844BZ,BOEING                        ,737-824             ,5,2,149,78506,2006,UNITED AIRLINES INC                               
13844BZ,BOEING                        ,737-824             ,5,2,149,78509,2008,UNITED AIRLINES INC                               
13844BZ,BOEING                        ,737-824             ,5,2,149,78511,2008,UNITED AIRLINES INC                               
13844BZ,BOEING                        ,737-824             ,5,2,149,78524,2010,UNITED AIRLINES INC                               
13844BZ,BOEING                        ,737-824             ,5,2,149,79279,2003,UNITED AIRLINES INC                               
13844BZ,BOEING                        ,737-824             ,5,2,149,79521,2010,UNITED AIRLINES INC                               
13844BZ,BOEING                        ,737-824             ,5,2,149,86534,2016,UNITED AIRLINES INC                               
13844BZ,BOEING                        ,737-824             ,5,2,149,87507,2008,UNITED AIRLINES INC                               
13844BZ,BOEING                        ,737-824             ,5,2,149,87512,2008,UNITED AIRLINES INC                               
13844BZ,BOEING                        ,737-824             ,5,2,149,87513,2008,UNITED AIRLINES INC                               
13844BZ,BOEING                        ,737-824             ,5,2,149,87527,2010,UNITED AIRLINES INC                               
13844BZ,BOEING                        ,737-824             ,5,2,149,87531,2011,UNITED AIRLINES INC                               
13844C2,BOEING                        ,737-883             ,5,2,149,318FL,2000,UMB BANK NA TRUSTEE                               
13844C2,BOEING                        ,737-883             ,5,2,149,325FL,2001,UMB BANK NA TRUSTEE                               
13844C2,BOEING                        ,737-883             ,5,2,149,326FL,2001,UMB BANK NA TRUSTEE                               
13844C2,BOEING                        ,737-883             ,5,2,149,707HP,2000,UMB BANK N A TRUSTEE                              
13844C3,BOEING                        ,737-752             ,5,2,149,563WN,2002,WILMINGTON TRUST CO TRUSTEE                       
13844C3,BOEING                        ,737-752             ,5,2,149,705VL,2003,UMB BANK NA TRUSTEE                               
13844C3,BOEING                        ,737-752             ,5,2,149,706VL,2004,UMB BANK NA TRUSTEE                               
13844C3,BOEING                        ,737-752             ,5,2,149,7835A,2005,SOUTHWEST AIRLINES CO                             
13844C3,BOEING                        ,737-752             ,5,2,149,7843A,2006,BANK OF UTAH TRUSTEE                              
13844C3,BOEING                        ,737-752             ,5,2,149,7844A,2007,BANK OF UTAH TRUSTEE                              
13844C3,BOEING                        ,737-752             ,5,2,149,7847A,2005,WILMINGTON TRUST COMPANY TRUSTEE                  
13844C3,BOEING                        ,737-752             ,5,2,149,7848A,2005,UMB BANK NA TRUSTEE                               
13844C3,BOEING                        ,737-752             ,5,2,149,784XA,2009,BANK OF UTAH TRUSTEE                              
13844C3,BOEING                        ,737-752             ,5,2,149,7886A,2007,BANK OF UTAH TRUSTEE                              
13844C3,BOEING                        ,737-752             ,5,2,149,7887A,2007,BANK OF UTAH TRUSTEE                              
13844C3,BOEING                        ,737-752             ,5,2,149,788XA,2004,BANK OF UTAH TRUSTEE                              
13844C4,BOEING                        ,737-75G             ,5,2,151,213EM,2008,INNOVATION FIRST RESEARCH AND DEVELOPMENT INC     
13844CA,BOEING                        ,737-71Q             ,5,2,149,15751,1999,UNITED AIRLINES INC                               
13844CA,BOEING                        ,737-71Q             ,5,2,149,17752,1999,UNITED AIRLINES INC                               
13844CB,BOEING                        ,737-823             ,5,2,162,800NN,2009,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,801NN,2009,BANK OF UTAH TRUSTEE                              
13844CB,BOEING                        ,737-823             ,5,2,162,802NN,    ,WILMINGTON TRUST CO TRUSTEE                       
13844CB,BOEING                        ,737-823             ,5,2,162,803NN,    ,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,804NN,    ,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,805NN,2009,WILMINGTON TRUST CO TRUSTEE                       
13844CB,BOEING                        ,737-823             ,5,2,162,806NN,2009,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,807NN,    ,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,808NN,    ,WILMINGTON TRUST CO TRUSTEE                       
13844CB,BOEING                        ,737-823             ,5,2,162,809NN,2009,WILMINGTON TRUST CO TRUSTEE                       
13844CB,BOEING                        ,737-823             ,5,2,162,810NN,2009,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,811NN,2009,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,812NN,2009,WILMINGTON TRUST CO TRUSTEE                       
13844CB,BOEING                        ,737-823             ,5,2,162,813NN,2009,WILMINGTON TRUST CO TRUSTEE                       
13844CB,BOEING                        ,737-823             ,5,2,162,814NN,2009,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,815NN,2009,WILMINGTON TRUST CO TRUSTEE                       
13844CB,BOEING                        ,737-823             ,5,2,162,816NN,2009,WILMINGTON TRUST CO TRUSTEE                       
13844CB,BOEING                        ,737-823             ,5,2,162,817NN,2009,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,818NN,2009,WILMINGTON TRUST CO TRUSTEE                       
13844CB,BOEING                        ,737-823             ,5,2,162,819NN,2009,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,820NN,2009,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,821NN,2010,WILMINGTON TRUST CO TRUSTEE                       
13844CB,BOEING                        ,737-823             ,5,2,162,822NN,2010,WILMINGTON TRUST CO TRUSTEE                       
13844CB,BOEING                        ,737-823             ,5,2,162,823NN,2010,WILMINGTON TRUST CO TRUSTEE                       
13844CB,BOEING                        ,737-823             ,5,2,162,824NN,2010,WILMINGTON TRUST CO TRUSTEE                       
13844CB,BOEING                        ,737-823             ,5,2,162,825NN,2010,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,826NN,2010,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,827NN,2010,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,829NN,2010,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,830NN,2010,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,831NN,2010,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,832NN,2010,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,833NN,2010,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,834NN,2010,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,835NN,2010,BANK OF UTAH TRUSTEE                              
13844CB,BOEING                        ,737-823             ,5,2,162,836NN,2010,WILMINGTON TRUST CO TRUSTEE                       
13844CB,BOEING                        ,737-823             ,5,2,162,837NN,2010,WILMINGTON TRUST CO TRUSTEE                       
13844CB,BOEING                        ,737-823             ,5,2,162,838NN,2010,WILMINGTON TRUST CO TRUSTEE                       
13844CB,BOEING                        ,737-823             ,5,2,162,839NN,2010,WILMINGTON TRUST CO TRUSTEE                       
13844CB,BOEING                        ,737-823             ,5,2,162,840NN,2010,WILMINGTON TRUST CO TRUSTEE                       
13844CB,BOEING                        ,737-823             ,5,2,162,841NN,2010,WILMINGTON TRUST CO TRUSTEE                       
13844CB,BOEING                        ,737-823             ,5,2,162,842NN,2010,WILMINGTON TRUST CO TRUSTEE                       
13844CB,BOEING                        ,737-823             ,5,2,162,843NN,2010,WILMINGTON TRUST CO TRUSTEE                       
13844CB,BOEING                        ,737-823             ,5,2,162,844NN,2010,WILMINGTON TRUST CO TRUSTEE                       
13844CB,BOEING                        ,737-823             ,5,2,162,845NN,2010,WILMINGTON TRUST CO TRUSTEE                       
13844CB,BOEING                        ,737-823             ,5,2,162,846NN,2010,WILMINGTON TRUST CO TRUSTEE                       
13844CB,BOEING                        ,737-823             ,5,2,162,847NN,2010,WILMINGTON TRUST CO TRUSTEE                       
13844CB,BOEING                        ,737-823             ,5,2,162,848NN,2010,WILMINGTON TRUST CO TRUSTEE                       
13844CB,BOEING                        ,737-823             ,5,2,162,849NN,2010,WILMINGTON TRUST CO TRUSTEE                       
13844CB,BOEING                        ,737-823             ,5,2,162,850NN,2010,WILMINGTON TRUST CO TRUSTEE                       
13844CB,BOEING                        ,737-823             ,5,2,162,851NN,2010,WILMINGTON TRUST CO TRUSTEE                       
13844CB,BOEING                        ,737-823             ,5,2,162,852NN,2010,WILMINGTON TRUST CO TRUSTEE                       
13844CB,BOEING                        ,737-823             ,5,2,162,853NN,2010,WILMINGTON TRUST CO TRUSTEE                       
13844CB,BOEING                        ,737-823             ,5,2,162,854NN,2010,WILMINGTON TRUST COMPANY TRUSTEE                  
13844CB,BOEING                        ,737-823             ,5,2,162,855NN,2010,WILMINGTON TRUST CO TRUSTEE                       
13844CB,BOEING                        ,737-823             ,5,2,162,856NN,2010,WILMINGTON TRUST CO TRUSTEE                       
13844CB,BOEING                        ,737-823             ,5,2,162,857NN,2010,WILMINGTON TRUST CO TRUSTEE                       
13844CB,BOEING                        ,737-823             ,5,2,162,858NN,2010,WILMINGTON TRUST CO TRUSTEE                       
13844CB,BOEING                        ,737-823             ,5,2,162,859NN,2010,WILMINGTON TRUST CO TRUSTEE                       
13844CB,BOEING                        ,737-823             ,5,2,162,860NN,2010,WILMINGTON TRUST CO TRUSTEE                       
13844CB,BOEING                        ,737-823             ,5,2,162,861NN,2010,WILMINGTON TRUST CO TRUSTEE                       
13844CB,BOEING                        ,737-823             ,5,2,162,862NN,2010,WILMINGTON TRUST CO TRUSTEE                       
13844CB,BOEING                        ,737-823             ,5,2,162,863NN,2010,WILMINGTON TRUST CO TRUSTEE                       
13844CB,BOEING                        ,737-823             ,5,2,162,864NN,2010,WILMINGTON TRUST CO TRUSTEE                       
13844CB,BOEING                        ,737-823             ,5,2,162,865NN,2010,WILMINGTON TRUST CO TRUSTEE                       
13844CB,BOEING                        ,737-823             ,5,2,162,866NN,2010,WILMINGTON TRUST CO TRUSTEE                       
13844CB,BOEING                        ,737-823             ,5,2,162,867NN,2011,WILMINGTON TRUST CO TRUSTEE                       
13844CB,BOEING                        ,737-823             ,5,2,162,868NN,2011,WILMINGTON TRUST CO TRUSTEE                       
13844CB,BOEING                        ,737-823             ,5,2,162,869NN,2011,WILMINGTON TRUST CO TRUSTEE                       
13844CB,BOEING                        ,737-823             ,5,2,162,870NN,2011,WILMINGTON TRUST CO TRUSTEE                       
13844CB,BOEING                        ,737-823             ,5,2,162,871NN,2011,WILMINGTON TRUST CO TRUSTEE                       
13844CB,BOEING                        ,737-823             ,5,2,162,872NN,2011,BANK OF UTAH TRUSTEE                              
13844CB,BOEING                        ,737-823             ,5,2,162,873NN,2011,WILMINGTON TRUST CO TRUSTEE                       
13844CB,BOEING                        ,737-823             ,5,2,162,874NN,2011,BANK OF UTAH TRUSTEE                              
13844CB,BOEING                        ,737-823             ,5,2,162,875NN,2011,WILMINGTON TRUST CO TRUSTEE                       
13844CB,BOEING                        ,737-823             ,5,2,162,876NN,2011,WILMINGTON TRUST CO TRUSTEE                       
13844CB,BOEING                        ,737-823             ,5,2,162,877NN,2011,BANK OF UTAH TRUSTEE                              
13844CB,BOEING                        ,737-823             ,5,2,162,878NN,2011,WILMINGTON TRUST CO TRUSTEE                       
13844CB,BOEING                        ,737-823             ,5,2,162,879NN,2011,BANK OF UTAH TRUSTEE                              
13844CB,BOEING                        ,737-823             ,5,2,162,880NN,2011,WILMINGTON TRUST CO TRUSTEE                       
13844CB,BOEING                        ,737-823             ,5,2,162,881NN,2011,BANK OF UTAH TRUSTEE                              
13844CB,BOEING                        ,737-823             ,5,2,162,882NN,2011,WILMINGTON TRUST CO TRUSTEE                       
13844CB,BOEING                        ,737-823             ,5,2,162,883NN,2012,BANK OF UTAH TRUSTEE                              
13844CB,BOEING                        ,737-823             ,5,2,162,884NN,2012,WILMINGTON TRUST CO TRUSTEE                       
13844CB,BOEING                        ,737-823             ,5,2,162,885NN,2012,BANK OF UTAH TRUSTEE                              
13844CB,BOEING                        ,737-823             ,5,2,162,886NN,2012,WILMINGTON TRUST CO TRUSTEE                       
13844CB,BOEING                        ,737-823             ,5,2,162,887NN,2012,BANK OF UTAH TRUSTEE                              
13844CB,BOEING                        ,737-823             ,5,2,162,889NN,2012,WILMINGTON TRUST CO TRUSTEE                       
13844CB,BOEING                        ,737-823             ,5,2,162,890NN,2012,BANK OF UTAH TRUSTEE                              
13844CB,BOEING                        ,737-823             ,5,2,162,891NN,2012,WILMINGTON TRUST CO TRUSTEE                       
13844CB,BOEING                        ,737-823             ,5,2,162,892NN,2012,BANK OF UTAH TRUSTEE                              
13844CB,BOEING                        ,737-823             ,5,2,162,893NN,2012,WILMINGTON TRUST CO TRUSTEE                       
13844CB,BOEING                        ,737-823             ,5,2,162,894NN,2012,BANK OF UTAH TRUSTEE                              
13844CB,BOEING                        ,737-823             ,5,2,162,895NN,2012,WILMINGTONTRUST CO TRUSTEE                        
13844CB,BOEING                        ,737-823             ,5,2,162,896NN,2012,BANK OF UTAH TRUSTEE                              
13844CB,BOEING                        ,737-823             ,5,2,162,897NN,2012,UMB BANK NA TRUSTEE                               
13844CB,BOEING                        ,737-823             ,5,2,162,898NN,2012,WILMINGTON TRUST CO TRUSTEE                       
13844CB,BOEING                        ,737-823             ,5,2,162,899NN,2012,BANK OF UTAH OWNER TRUSTEE                        
13844CB,BOEING                        ,737-823             ,5,2,162,901AN,1999,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,901NN,2012,WILMINGTON TRUST CO TRUSTEE                       
13844CB,BOEING                        ,737-823             ,5,2,162,902AN,1999,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,902NN,2012,BANK OF UTAH TRUSTEE                              
13844CB,BOEING                        ,737-823             ,5,2,162,903AN,1999,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,903NN,2012,WILMINGTON TRUST CO TRUSTEE                       
13844CB,BOEING                        ,737-823             ,5,2,162,904AN,1999,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,904NN,2012,WILMINGTON TRUST CO TRUSTEE                       
13844CB,BOEING                        ,737-823             ,5,2,162,905AN,1999,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,905NN,2012,BANK OF UTAH TRUSTEE                              
13844CB,BOEING                        ,737-823             ,5,2,162,906AN,1999,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,906NN,2012,WILMINGTON TRUST CO TRUSTEE                       
13844CB,BOEING                        ,737-823             ,5,2,162,907AN,1999,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,907NN,2012,WILMINGTON TRUST CO TRUSTEE                       
13844CB,BOEING                        ,737-823             ,5,2,162,908AN,1999,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,908NN,2012,BANK OF UTAH TRUSTEE                              
13844CB,BOEING                        ,737-823             ,5,2,162,909AN,1999,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,909NN,2012,BANK OF UTAH TRUSTEE                              
13844CB,BOEING                        ,737-823             ,5,2,162,910AN,1999,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,910NN,2012,UMB BANK NA TRUSTEE                               
13844CB,BOEING                        ,737-823             ,5,2,162,912AN,1999,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,912NN,2012,BANK OF UTAH TRUSTEE                              
13844CB,BOEING                        ,737-823             ,5,2,162,913AN,1999,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,913NN,2013,BANK OF UTAH TRUSTEE                              
13844CB,BOEING                        ,737-823             ,5,2,162,914AN,1999,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,914NN,2013,UMB BANK NA TRUSTEE                               
13844CB,BOEING                        ,737-823             ,5,2,162,915AN,1999,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,915NN,2013,WELLS FARGO TRUST CO NA TRUSTEE                   
13844CB,BOEING                        ,737-823             ,5,2,162,916AN,1999,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,916NN,2013,WELLS FARGO TRUST CO NA TRUSTEE                   
13844CB,BOEING                        ,737-823             ,5,2,162,917AN,1999,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,917NN,2013,BANK OF UTAH TRUSTEE                              
13844CB,BOEING                        ,737-823             ,5,2,162,918AN,1999,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,918NN,2013,UMB BANK NA TRUSTEE                               
13844CB,BOEING                        ,737-823             ,5,2,162,919AN,1999,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,919NN,2013,WELLS FARGO TRUST CO NA TRUSTEE                   
13844CB,BOEING                        ,737-823             ,5,2,162,920AN,1999,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,920NN,2013,UMB BANK NA TRUSTEE                               
13844CB,BOEING                        ,737-823             ,5,2,162,921AN,1999,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,921NN,2013,WELLS FARGO TRUST CO NA TRUSTEE                   
13844CB,BOEING                        ,737-823             ,5,2,162,922AN,1999,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,922NN,2013,WELLS FARGO TRUST CO NA TRUSTEE                   
13844CB,BOEING                        ,737-823             ,5,2,162,923AN,1999,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,923NN,2013,WELLS FARGO TRUST CO NA TRUSTEE                   
13844CB,BOEING                        ,737-823             ,5,2,162,924AN,1999,WILMINGTON TRUST CO TRUSTEE                       
13844CB,BOEING                        ,737-823             ,5,2,162,924NN,2013,WELLS FARGO TRUST CO NA TRUSTEE                   
13844CB,BOEING                        ,737-823             ,5,2,162,925AN,1999,WILMINGTON TRUST CO TRUSTEE                       
13844CB,BOEING                        ,737-823             ,5,2,162,925NN,2013,WILMINGTON TRUST CO TRUSTEE                       
13844CB,BOEING                        ,737-823             ,5,2,162,926AN,2000,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,926NN,2013,WELLS FARGO TRUST CO NA TRUSTEE                   
13844CB,BOEING                        ,737-823             ,5,2,162,927AN,2000,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,927NN,2013,WILMINGTON TRUST CO TRUSTEE                       
13844CB,BOEING                        ,737-823             ,5,2,162,928AN,2000,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,928NN,2013,BANK OF UTAH TRUSTEE                              
13844CB,BOEING                        ,737-823             ,5,2,162,929AN,2000,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,929NN,2013,BANK OF UTAH TRUSTEE                              
13844CB,BOEING                        ,737-823             ,5,2,162,930AN,2000,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,930NN,2013,BANK OF UTAH TRUSTEE                              
13844CB,BOEING                        ,737-823             ,5,2,162,931AN,2000,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,931NN,2013,UMB BANK NA TRUSTEE                               
13844CB,BOEING                        ,737-823             ,5,2,162,932AN,2000,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,932NN,2013,BANK OF UTAH TRUSTEE                              
13844CB,BOEING                        ,737-823             ,5,2,162,933AN,2000,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,933NN,2013,WILMINGTON TRUST CO TRUSTEE                       
13844CB,BOEING                        ,737-823             ,5,2,162,934AN,2000,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,934NN,2013,BANK OF UTAH TRUSTEE                              
13844CB,BOEING                        ,737-823             ,5,2,162,935AN,2000,AMERICAN AIRLINES INC                             
13844CB,BOEING                        ,737-823             ,5,2,162,935NN,2013,UMB BANK NA TRUSTEE                               
13844CB,BOEING                        ,737-823             ,5,2,162,936AN,2000,AMERICAN AIRLINES INC                             
