code,name,time_zone,city,state,iso_code,country_name
FDE,Bringeland Airport,Europe/Oslo,Sande,Sogn og Fjordane,NO,Norway
FDF,Martinique Aime Cesaire International Airport,America/Martinique,Le Lamentin,Martinique,MQ,Martinique
FDH,Friedrichshafen Airport,Europe/Berlin,Friedrichshafen,Baden-Wuerttemberg,DE,Germany
FDK,Frederick Municipal,America/New_York,Frederick,Maryland,US,United States
FDR,Municipal,America/Chicago,Frederick,Oklahoma,US,United States
FDU,Bandundu,Africa/Kinshasa,Bandundu,Bandundu,CD,Democratic Republic of the Congo
FDY,Findlay,America/New_York,Paulding,Ohio,US,United States
FEA,Fetlar,Europe/London,,,GB,United Kingdom
FEB,Sanfebagar,Asia/Kathmandu,Achham,Far Western,NP,Nepal
FEC,Feira De Santana,America/Bahia,Feira de Santana,Bahia,BR,Brazil
FEG,Fergana Airport,Asia/Tashkent,Fergana,Fergana,UZ,Uzbekistan
FEJ,Feijo,America/Rio_Branco,Feijo,Acre,BR,Brazil
FEK,Ferkessedougou,Africa/Abidjan,Ferkessedougou,Savanes,CI,Côte d'Ivoire
FEL,Fuerstenfeldbruck,Europe/Berlin,Maisach,Bavaria,DE,Germany
FEN,Fernando De Noronha Airport,America/Noronha,Fernando de Noronha (Distrito Estadual),Pernambuco,BR,Brazil
FEP,Albertus,America/Chicago,Freeport,Illinois,US,United States
FES,San Fernando,Europe/Madrid,San Fernando,Andalusia,ES,Spain
FET,Municipal,America/Chicago,Fremont,Nebraska,US,United States
FEW,Warren AFB,America/Denver,Cheyenne,Wyoming,US,United States
FEZ,Fes-Saiss Airport,Africa/Casablanca,Oulad Tayeb,Fes-Boulemane,MA,Morocco
FFA,First Flight,America/New_York,Kill Devil Hills,North Carolina,US,United States
FFD,Fairford RAF Station,Europe/London,Fairford,England,GB,United Kingdom
FFL,Municipal,America/Chicago,Fairfield,Iowa,US,United States
FFM,Fergus Falls,America/Chicago,Fergus Falls,Minnesota,US,United States
FFO,Patterson AFB,America/New_York,Dayton,Ohio,US,United States
FFT,Capital City,America/New_York,Frankfort,Kentucky,US,United States
FFU,Futaleufu,America/Santiago,Futaleufu,Los Lagos,CL,Chile
FGD,Fderik,Africa/Nouakchott,,,MR,Mauritania
FGI,Fagali I Airport,Pacific/Apia,Apia,Tuamasaga,WS,Samoa
FGL,Fox Glacier,Pacific/Auckland,,,NZ,New Zealand
FGR,Fuengirola,Europe/Madrid,Fuengirola,Andalusia,ES,Spain
FGU,Fangatau,Pacific/Tahiti,,,PF,French Polynesia
FHU,Municipal,America/Phoenix,Huachuca City,Arizona,US,United States
FHZ,Fakahina,Pacific/Tahiti,,,PF,French Polynesia
FIC,Fire Cove,America/Juneau,,,US,United States
FID,Elizabeth Field,America/New_York,,,US,United States
FIE,Fair Isle,Europe/London,,,GB,United Kingdom
FIG,Fria,Africa/Conakry,Fria,Boke,GN,Guinea
FIH,N'djili Airport,Africa/Kinshasa,Masina,Kinshasa,CD,Democratic Republic of the Congo
FIK,Finke,Australia/Darwin,,,AU,Australia
FIL,Municipal,America/Denver,Fillmore,Utah,US,United States
FIN,Finschhafen,Pacific/Port_Moresby,,,PG,Papua New Guinea
FIV,Five Finger,America/Juneau,,,US,United States
FIZ,Fitzroy Crossing,Australia/Perth,,,AU,Australia
FJR,Al-Fujairah International,Asia/Dubai,Al Fujayrah,Al Fujayrah,AE,United Arab Emirates
FKB,Baden-Airpark,Europe/Berlin,Hugelsheim,Baden-Wuerttemberg,DE,Germany
FKI,Bangoka International Airport,Africa/Lubumbashi,Kisangani,Eastern Province,CD,Democratic Republic of the Congo
FKJ,Fukui,Asia/Tokyo,Maruoka,Fukui,JP,Japan
FKL,Venango Regional Airport,America/New_York,Franklin,Pennsylvania,US,United States
FKN,Municipal,America/New_York,Franklin,Virginia,US,United States
FKQ,Fak Fak Airport,Asia/Jayapura,Fakfak,Papua,ID,Indonesia
FKS,Fukushima Airport,Asia/Tokyo,Sukagawa,Fukushima,JP,Japan
FLA,Capitolio Airport,America/Bogota,Florencia,Caqueta,CO,Colombia
FLB,Cangapara,America/Fortaleza,Floriano,Piaui,BR,Brazil
FLC,Falls Creek,Australia/Melbourne,Maryborough,Victoria,AU,Australia
FLD,Fond Du Lac,America/Chicago,North Fond du Lac,Wisconsin,US,United States
FLF,Schaferhaus,Europe/Berlin,Harrislee,Schleswig-Holstein,DE,Germany
FLG,Flagstaff Pulliam Airport,America/Phoenix,Kachina Village,Arizona,US,United States
FLH,Flotta,Europe/London,,,GB,United Kingdom
FLI,Flateyri,Atlantic/Reykjavik,,,IS,Iceland
FLJ,Falls Bay,America/Anchorage,,,US,United States
FLL,Fort Lauderdale-Hollywood International Airport,America/New_York,,,US,United States
FLM,Filadelfia,America/Asuncion,Filadelfia,Boqueron,PY,Paraguay
FLN,Hercilio Luz International Airport,America/Sao_Paulo,Carianos,Santa Catarina,BR,Brazil
FLO,Florence Airport,America/New_York,Florence,South Carolina,US,United States
FLP,Flippin,America/Chicago,Flippin,Arkansas,US,United States
FLR,Firenze-Peretola Airport,Europe/Rome,Sesto Fiorentino,Tuscany,IT,Italy
FLS,Flinders Island Airport,Australia/Hobart,Bridport,Tasmania,AU,Australia
FLT,Flat,America/Anchorage,,,US,United States
FLU,Flushing,America/New_York,,,US,United States
FLV,Sherman AAF,America/Chicago,Weston,Missouri,US,United States
FLW,Santa Cruz Airport,Atlantic/Azores,,,PT,Portugal
FLX,Fallon Municipal Airport,America/Los_Angeles,,,US,United States
FLY,Finley,Australia/Sydney,,,AU,Australia
FLZ,Ferdinand Lumban Tobing Airport,Asia/Jakarta,Batangtoru,North Sumatra,ID,Indonesia
FMA,El Pucu Airport,America/Argentina/Cordoba,Formosa,Formosa,AR,Argentina
FMC,Five Mile,America/Anchorage,,,US,United States
FME,Tipton AAF,America/New_York,Laurel,Maryland,US,United States
FMG,Flamingo,America/Costa_Rica,Sardinal,Guanacaste,CR,Costa Rica
FMH,Otis AFB,America/New_York,Forestdale,Massachusetts,US,United States
FMI,Kalemie Airport,Africa/Lubumbashi,Kalemie,Katanga,CD,Democratic Republic of the Congo
FMM,Memmingen Allgau Airport,Europe/Berlin,Memmingerberg,Bavaria,DE,Germany
FMN,Four Corners Regional Airport,America/Denver,Farmington,New Mexico,US,United States
FMO,Munster Osnabruck International Airport,Europe/Berlin,Ladbergen,North Rhine-Westphalia,DE,Germany
FMS,Municipal,America/Chicago,Fort Madison,Iowa,US,United States
FMU,Florence Municipal,America/Los_Angeles,Florence,Oregon,US,United States
FMY,Page Field,America/New_York,Pine Manor,Florida,US,United States
FNA,Lungi International Airport,Africa/Freetown,Masoyila,Northern Province,SL,Sierra Leone
FNB,Neubrandenburg,Europe/Berlin,Trollenhagen,Mecklenburg-Vorpommern,DE,Germany
FNC,Madeira Airport,Atlantic/Madeira,Machico,Madeira,PT,Portugal
FND,Funadhoo Airport,Indian/Maldives,Funadhoo,Shaviyani Atholhu,MV,Maldives
FNE,Fane,Pacific/Port_Moresby,,,PG,Papua New Guinea
FNG,Fada Ngourma,Africa/Ouagadougou,Fada N'gourma,Est,BF,Burkina Faso
FNH,Fincha,Africa/Addis_Ababa,Shambu,Oromiya,ET,Ethiopia
FNI,Garons Airport,Europe/Paris,Garons,Languedoc-Roussillon,FR,France
FNJ,Pyongyang Sunan International Airport,Asia/Pyongyang,Sunan,Pyongyang,KP,Democratic People's Republic of Korea
FNK,Fin Creek,America/Anchorage,,,US,United States
FNL,Municipalcipal Airport,America/Denver,,,US,United States
FNR,SPB,America/Juneau,,,US,United States
FNT,Bishop International Airport,America/Detroit,Flint,Michigan,US,United States
FNU,Fenosu,Europe/Rome,Palmas Arborea,Sardinia,IT,Italy
FOA,Foula,Europe/London,,,GB,United Kingdom
FOB,Fort Bragg,America/Los_Angeles,Fort Bragg,California,US,United States
FOC,Changle International Airport,Asia/Shanghai,,,CN,China
FOD,Fort Dodge Airport,America/Chicago,Fort Dodge,Iowa,US,United States
FOE,Forbes Field,America/Chicago,,,US,United States
FOG,Gino Lisa,Europe/Rome,,,IT,Italy
FOK,Suffolk County,America/New_York,Westhampton,New York,US,United States
FOM,Foumban,Africa/Douala,Foumban,West,CM,Cameroon
FON,Fortuna Airport,America/Costa_Rica,Quesada,Alajuela,CR,Costa Rica
FOO,Numfoor,Asia/Jayapura,Kameri,Papua,ID,Indonesia
FOP,Morris AAF,America/New_York,Forest Park,Georgia,US,United States
FOR,Pinto Martins Airport,America/Fortaleza,Fortaleza,Ceara,BR,Brazil
FOS,Forrest,Australia/Perth,,,AU,Australia
FOT,Forster,Australia/Sydney,Dungog,New South Wales,AU,Australia
FOU,Fougamou,Africa/Libreville,,,GA,Gabon
FOX,Fox,America/Anchorage,Salcha,Alaska,US,United States
FOY,Foya,Africa/Monrovia,Buedu,Eastern Province,LR,Liberia
FPO,Grand Bahama International Airport,America/Nassau,Freeport,Freeport,BS,Bahamas
FPR,St Lucie County,America/New_York,Fort Pierce,Florida,US,United States
FPY,Perry-Foley,America/New_York,Perry,Florida,US,United States
FRA,Frankfurt Airport,Europe/Berlin,Kelsterbach,Hesse,DE,Germany
FRB,Forbes,Australia/Sydney,Forbes,New South Wales,AU,Australia
FRC,Franca,America/Sao_Paulo,Franca,Sao Paulo,BR,Brazil
FRD,Friday Harbor Airport,America/Los_Angeles,,,US,United States
FRE,Fera Island Airport,Pacific/Guadalcanal,,,SB,Solomon Islands
FRG,Republic Field,America/New_York,East Farmingdale,New York,US,United States
FRH,Municipal,America/Indiana/Indianapolis,French Lick,Indiana,US,United States
FRI,Marshall AAF,America/Chicago,Fort Riley North,Kansas,US,United States
FRK,Fregate Island,Indian/Mahe,,,SC,Seychelles
FRL,Luigi Ridolfi,Europe/Rome,Forli,Emilia-Romagna,IT,Italy
FRM,Fairmont,America/Chicago,Fairmont,Minnesota,US,United States
FRN,Bryant AAF,America/Anchorage,Elmendorf Air Force Base,Alaska,US,United States
FRO,Flora Airport,Europe/Oslo,Floro,Sogn og Fjordane,NO,Norway
FRP,Fresh Water Bay,America/Juneau,,,US,United States
FRQ,Feramin,Pacific/Port_Moresby,,,PG,Papua New Guinea
FRR,Front Royal-Warren County,America/New_York,Front Royal,Virginia,US,United States
FRS,Santa Elena Airport,America/Guatemala,Flores,Peten,GT,Guatemala
FRT,Frutillar,America/Santiago,Frutillar,Los Lagos,CL,Chile
FRU,Manas International Airport,Asia/Bishkek,Bishkek,Chuy,KG,Kyrgyzstan
FRW,Francistown Airport,Africa/Gaborone,Francistown,North East,BW,Botswana
FRY,Fryeburg,America/New_York,Fryeburg,Maine,US,United States
FRZ,Fritzlar Airbase,Europe/Berlin,Fritzlar,Hesse,DE,Germany
FSC,Sud Corse Airport,Europe/Paris,Bonifacio,Corsica,FR,France
FSD,Sioux Falls Regional Airport (Joe Foss Field),America/Chicago,Sioux Falls,South Dakota,US,United States
FSI,Henry Post AAF,America/Chicago,,,US,United States
FSK,Municipal,America/Chicago,Fort Scott,Kansas,US,United States
FSL,Fossil Downs,Australia/Perth,,,AU,Australia
FSM,Fort Smith Regional Airport,America/Chicago,Barling,Arkansas,US,United States
FSN,Haley AAF,America/Chicago,Buffalo Grove,Illinois,US,United States
FSP,Saint Pierre Airport,America/Miquelon,Saint-Pierre,Saint-Pierre,PM,Saint Pierre and Miquelon
FSS,Kinloss,Europe/London,Kinloss,Scotland,GB,United Kingdom
FST,Pecos County,America/Chicago,Fort Stockton,Texas,US,United States
FSU,Fort Sumner,America/Denver,Fort Sumner,New Mexico,US,United States
FSZ,Shizuoka Airport,Asia/Tokyo,Shimada,Shizuoka,JP,Japan
FTA,Futuna Airport,Pacific/Efate,,,VU,Vanuatu
FTE,El Calafate Airport,America/Argentina/Rio_Gallegos,,,AR,Argentina
FTI,Fitiuta,Pacific/Pago_Pago,,,AS,American Samoa
FTK,Godman AAF,America/Chicago,Fort Knox,Kentucky,US,United States
FTL,Fortuna Ledge,America/Nome,,,US,United States
FTU,Marillac Airport,Indian/Antananarivo,Fort Dauphin,Anosy,MG,Madagascar
FTW,Meacham Field,America/Chicago,,,US,United States
FTX,Owando,Africa/Brazzaville,Owando,Cuvette,CG,Congo
FTY,Fulton County,America/New_York,Mableton,Georgia,US,United States
FUB,Fulleborn,Pacific/Port_Moresby,,,PG,Papua New Guinea
FUE,Fuerteventura Airport,Atlantic/Canary,Puerto del Rosario,Canary Islands,ES,Spain
FUG,Fuyang Airport,Asia/Shanghai,Fuyang,Anhui Sheng,CN,China
FUJ,Fukue Airport,Asia/Tokyo,Fukuecho,Nagasaki,JP,Japan
FUK,Fukuoka Airport,Asia/Tokyo,Fukuoka-shi,Fukuoka,JP,Japan
FUL,Municipal,America/Los_Angeles,Buena Park,California,US,United States
FUM,Fuma,Pacific/Port_Moresby,,,PG,Papua New Guinea
FUN,Funafuti Atol International Airport,Pacific/Funafuti,Fakaifou Village,Funafuti,TV,Tuvalu
FUO,Fuoshan Airport,Asia/Shanghai,Guangzhou,Guangdong,CN,China
FUT,Futuna Island,Pacific/Wallis,Sigave,Circonscription de Sigave,WF,Wallis and Futuna
FVL,Flora Valey,Australia/Perth,,,AU,Australia
FVM,Fumawula,Indian/Maldives,Fuvahmulah,Gnyaviyani Atoll,MV,Maldives
FVR,Forrest River Airport,Australia/Perth,,,AU,Australia
FWA,Fort Wayne International Airport,America/Indiana/Indianapolis,Ossian,Indiana,US,United States
FWH,Fort Worth NAS Jrb/Carswell Field,America/Chicago,,,US,United States
FWL,Farewell,America/Anchorage,,,US,United States
FWM,Heliport,Europe/London,Fort William,Scotland,GB,United Kingdom
FXE,Fort Lauderdale Executive Airport,America/New_York,Dania Beach,Florida,US,United States
FXM,Flaxman Island,America/Anchorage,,,US,United States
FXO,Cuamba,Africa/Maputo,Cuamba,Niassa,MZ,Mozambique
FXY,Municipal,America/Chicago,Forest City,Iowa,US,United States
FYJ,Fuyuan Dongji Airport,Asia/Shanghai,Fuyuan,Heilongjiang Sheng,CN,China
FYM,Municipal,America/Chicago,Fayetteville,Tennessee,US,United States
FYN,Fuyun Koktokay Airport,Asia/Shanghai,Kalatongke,Xinjiang Uygur Zizhiqu,CN,China
FYT,Faya,Africa/Ndjamena,Faya-Largeau,Borkou,TD,Chad
FYU,Fort Yukon Airport,America/Anchorage,,,US,United States
FYV,Municipal (Drake Field),America/Chicago,Greenland,Arkansas,US,United States
FZL,Fuzuli International Airport,Asia/Baku,Fuzuli,,AZ,Azerbaijan
FZO,Filton,Europe/London,Almondsbury,England,GB,United Kingdom
GAA,Guamal,America/Bogota,Guamal,Magdalena,CO,Colombia
GAB,Gabbs,America/Los_Angeles,,,US,United States
GAC,Gracias,America/Tegucigalpa,Gracias,Lempira,HN,Honduras
GAD,Municipal,America/Chicago,Attalla,Alabama,US,United States
GAE,Gabès Matmata International Airport,Africa/Tunis,Gabes,Qabis,TN,Tunisia
GAF,Gafsa,Africa/Tunis,Gafsa,Gafsa,TN,Tunisia
GAG,Gage,America/Chicago,Shattuck,Oklahoma,US,United States
GAH,Gayndah,Australia/Brisbane,Gayndah,Queensland,AU,Australia
GAI,Montgomery County,America/New_York,Gaithersburg,Maryland,US,United States
GAJ,Junmachi Airport,Asia/Tokyo,Higashine,Yamagata,JP,Japan
GAK,Gakona,America/Anchorage,,,US,United States
GAL,Edward G. Pitka Sr. Airport,America/Anchorage,,,US,United States
GAM,Gambell Airport,America/Nome,,,US,United States
GAN,Gan/Seenu Airport,Indian/Maldives,Hithadhoo,South Province,MV,Maldives
GAO,Los Canos Airport,America/Havana,,,CU,Cuba
GAP,Gusap,Pacific/Port_Moresby,,,PG,Papua New Guinea
GAQ,Gao,Africa/Bamako,Gao,Gao,ML,Mali
GAR,Garaina,Pacific/Port_Moresby,,,PG,Papua New Guinea
GAS,Garissa,Africa/Nairobi,,,KE,Kenya
GAT,Tallard,Europe/Paris,Gap,Provence-Alpes-Cote d'Azur,FR,France
GAU,Lokpriya Gopinath Bordoloi International Airport,Asia/Kolkata,Palasbari,Assam,IN,India
GAV,Gag Island,Asia/Jayapura,,,ID,Indonesia
GAW,Gangaw,Asia/Rangoon,Hakha,Chin,MM,Myanmar
GAX,Gamba,Africa/Libreville,,,GA,Gabon
GAY,Gaya Airport,Asia/Kolkata,Bodh Gaya,Bihar,IN,India
GAZ,Guasopa,Pacific/Port_Moresby,,,PG,Papua New Guinea
GBA,Big Bay,Pacific/Efate,,,VU,Vanuatu
GBB,Gabala International Airport,Asia/Baku,Agdas,Agdas,AZ,Azerbaijan
GBC,Gasuke,Pacific/Port_Moresby,,,PG,Papua New Guinea
GBD,Great Bend,America/Chicago,Great Bend,Kansas,US,United States
GBE,Sir Seretse Khama International Airport,Africa/Gaborone,Mmopone,Kweneng,BW,Botswana
GBF,Negarbo,Pacific/Port_Moresby,,,PG,Papua New Guinea
GBG,Galesburg,America/Chicago,Galesburg,Illinois,US,United States
GBH,Galbraith Lake,America/Anchorage,,,US,United States
GBI,Auxiliary Airfield,America/Nassau,Lucaya,Freeport,BS,Bahamas
GBJ,Les Bases,America/Guadeloupe,Grand-Bourg,Guadeloupe,GP,Guadeloupe
GBK,Gbangbatok,Africa/Freetown,Mogbwemo,Southern Province,SL,Sierra Leone
GBL,Goulburn Island,Australia/Darwin,,,AU,Australia
GBM,Garbaharey,Africa/Mogadishu,Garbahaarrey,Gedo,SO,Somalia
GBO,Baltimore Greenbelt T,America/New_York,Catonsville,Maryland,US,United States
GBP,Gamboola,Australia/Brisbane,,,AU,Australia
GBR,Walter J. Koladza Airport,America/New_York,Great Barrington,Massachusetts,US,United States
GBS,Port Fitzroy,Pacific/Auckland,,,NZ,New Zealand
GBT,Gorgon Airport,Asia/Tehran,Gorgan,Golestan,IR,Iran
GBU,Khashm El Girba,Africa/Khartoum,,,SD,Sudan
GBV,Gibb River,Australia/Perth,,,AU,Australia
GBW,Ginbata Airport,Australia/Perth,,,AU,Australia
GBZ,Great Barrier Island,Pacific/Auckland,Coromandel,Waikato,NZ,New Zealand
GCA,Guacamaya,America/Bogota,Gigante,Huila,CO,Colombia
GCC,Campbell County Airport,America/Denver,Gillette,Wyoming,US,United States
GCD,Grand Coulee Dam,America/Los_Angeles,Coulee Dam,Washington,US,United States
GCH,Gachsaran,Asia/Tehran,Dogonbadan,Kohgiluyeh va Buyer Ahmad,IR,Iran
GCI,Guernsey Airport,Europe/Guernsey,,,GG,Guernsey
GCJ,Grand Central,Africa/Johannesburg,Germiston,Gauteng,ZA,South Africa
GCK,Garden City Municipal Airport,America/Chicago,Garden City,Kansas,US,United States
GCM,Owen Roberts International Airport,America/Cayman,George Town,,KY,Cayman Islands
GCN,National Park,America/Phoenix,,,US,United States
GCT,Grand Canyon Bar 10 Airport,America/Phoenix,,,US,United States
GCV,Gravatai,America/Sao_Paulo,Gravatai,Rio Grande do Sul,BR,Brazil
GCW,Grand Canyon West,America/Phoenix,Meadview,Arizona,US,United States
GCY,Municipal,America/New_York,Greeneville,Tennessee,US,United States
GDA,Gounda,Africa/Bangui,,,CF,Central African Republic
GDB,Gondia Airport,Asia/Kolkata,Gondia,Maharashtra,IN,India
GDC,Donaldson Center,America/New_York,Mauldin,South Carolina,US,United States
GDD,Gordon Downs,Australia/Perth,,,AU,Australia
GDE,Gode/Iddidole Airport,Africa/Addis_Ababa,Yeed,Bakool,ET,Ethiopia
GDG,Magdagachi,Asia/Yakutsk,Magdagachi,Amur,RU,Russia
GDH,Golden Horn Lodge SPB,America/Anchorage,,,US,United States
GDI,Gordil,Africa/Bangui,,,CF,Central African Republic
GDJ,Gandajika,Africa/Lubumbashi,,,CD,Democratic Republic of the Congo
GDL,Don Miguel Hidal Y Costilla International Airport,America/Mexico_City,El Quince,Jalisco,MX,Mexico
GDM,Municipal,America/New_York,Gardner,Massachusetts,US,United States
GDN,Gdansk Lech Walesa Airport,Europe/Warsaw,Banino,Pomeranian Voivodeship,PL,Poland
GDO,Vare Maria,America/Caracas,Guasdualito,Apure,VE,Venezuela
GDP,Guadalupe,America/Fortaleza,Sao Joao dos Patos,Maranhao,BR,Brazil
GDQ,Gondar Airport,Africa/Addis_Ababa,Gondar,Amhara,ET,Ethiopia
GDR,Angra dos Reis Airport,America/Sao_Paulo,Angra dos Reis,,BR,Brazil
GDT,Grand Turk Island,America/Grand_Turk,,,TC,Turks and Caicos Islands
GDV,Dawson Community Airport,America/Denver,West Glendive,Montana,US,United States
GDW,Gladwin,America/Detroit,Gladwin,Michigan,US,United States
GDX,Magadan Airport,Asia/Magadan,Sokol,Magadan,RU,Russia
GDZ,Gelendzik Airport,Europe/Moscow,Gelendzhik,Krasnodarskiy,RU,Russia
GEA,Noumea Magenta Airport,Pacific/Noumea,Noumea,South Province,NC,New Caledonia
GEB,Gebe,Asia/Jayapura,Petani,Maluku Utara,ID,Indonesia
GEC,Gecitkale,Asia/Nicosia,Lefkonoiko,Ammochostos,CY,Cyprus
GED,Sussex County,America/New_York,Georgetown,Delaware,US,United States
GEE,George Town,Australia/Hobart,,,AU,Australia
GEF,Geva Airstrip,Pacific/Guadalcanal,,,SB,Solomon Islands
GEG,Spokane International Airport,America/Los_Angeles,Airway Heights,Washington,US,United States
GEI,Green Islands,Pacific/Port_Moresby,,,PG,Papua New Guinea
GEK,Ganes Creek,America/Anchorage,,,US,United States
GEL,Sepe Tiaraju,America/Sao_Paulo,Santo Angelo,Rio Grande do Sul,BR,Brazil
GEM,President Obiang Nguema International Airport,Africa/Malabo,Mongomo,Wele-Nzas,GQ,Equatorial Guinea
GEO,Cheddi Jagan International Airport,America/Guyana,Vreed-en-Hoop,Essequibo Islands-West Demerara,GY,Guyana
GER,Rafael Cabrera Airport,America/Havana,,,CU,Cuba
GES,General Santos International Airport,Asia/Manila,Buayan,Soccsksargen,PH,Philippines
GET,Geraldton Airport,Australia/Perth,Geraldton,Western Australia,AU,Australia
GEV,Gallivare Airport,Europe/Stockholm,Gaellivare,Norrbotten,SE,Sweden
GEW,Gewoia,Pacific/Port_Moresby,,,PG,Papua New Guinea
GEX,Geelong,Australia/Melbourne,Geelong West,Victoria,AU,Australia
GEY,South Big Horn County,America/Denver,Greybull,Wyoming,US,United States
GFA,Malmstrom AFB,America/Denver,,,US,United States
GFB,Togiak Fish,America/Anchorage,,,US,United States
GFD,Pope Field,America/Indiana/Indianapolis,Greenfield,Indiana,US,United States
GFE,Grenfell,Australia/Sydney,Grenfell,New South Wales,AU,Australia
GFF,Griffith Airport,Australia/Sydney,Griffith,New South Wales,AU,Australia
GFK,Grand Forks International Airport,America/Chicago,Grand Forks,North Dakota,US,United States
GFL,Warren County,America/New_York,Queensbury,New York,US,United States
GFN,Grafton Airport,Australia/Sydney,South Grafton,New South Wales,AU,Australia
GFO,Bartica,America/Guyana,,,GY,Guyana
GFR,Granville,Europe/Paris,Donville-les-Bains,Lower Normandy,FR,France
GGB,Água Boa,America/Cuiaba,Mozarlandia,Goias,BR,Brazil
GGC,Lumbala,Africa/Luanda,Zambezi,North-Western,AO,Angola
GGD,Gregory Downs,Australia/Brisbane,,,AU,Australia
GGE,Georgetown,America/New_York,Georgetown,South Carolina,US,United States
GGF,Almeirim,America/Santarem,,,BR,Brazil
GGG,Gregg County Airport,America/Chicago,Longview,Texas,US,United States
GGH,Gastão Mesquita Airport,America/Sao_Paulo,Cianorte,Parana,BR,Brazil
GGJ,Guaíra Airport,America/Sao_Paulo,Salto del Guaira,Canindeyu,BR,Brazil
GGL,Gilgal,America/Bogota,Acandi,Choco,CO,Colombia
GGM,Kakamega Airport,Africa/Nairobi,Kakamega,Kakamega,KE,Kenya
GGN,Gagnoa,Africa/Abidjan,Gagnoa,Fromager,CI,Côte d'Ivoire
GGO,Guiglo,Africa/Abidjan,Guiglo,Dix-Huit Montagnes,CI,Côte d'Ivoire
GGR,Garoe,Africa/Mogadishu,,,SO,Somalia
GGS,Gobernador Gregores,America/Argentina/Rio_Gallegos,Gobernador Gregores,Santa Cruz,AR,Argentina
GGT,Exuma International Airport,America/Nassau,George Town,Exuma,BS,Bahamas
GGW,Glasgow International Airport,America/Denver,Glasgow,Montana,US,United States
GHA,Noumerate Airport,Africa/Algiers,Ghardaia,Ghardaia,DZ,Algeria
GHB,Governor's Harbour Airport,America/Nassau,,,BS,Bahamas
GHC,Great Harbour,America/Nassau,,,BS,Bahamas
GHE,Garachine,America/Panama,,,PA,Panama
GHF,Giebelstadt,Europe/Berlin,Giebelstadt,Bavaria,DE,Germany
GHK,Gahcho Kue Aerodrome,America/Yellowknife,,,CA,Canada
GHM,Municipal,America/Chicago,Centerville,Tennessee,US,United States
GHN,Guanghan,Asia/Shanghai,Guang'an,Sichuan,CN,China
GHS,Melak Airport,Asia/Makassar,,,ID,Indonesia
GHT,Ghat,Africa/Tripoli,Ghat,Sha`biyat Ghat,LY,Libya
GHU,Gualeguaychu,America/Argentina/Cordoba,Gualeguaychu,Entre Rios,AR,Argentina
GHV,Brașov-Ghimbav International Airport,Europe/Bucharest,,,RO,Romania
GIB,North Front Airport,Europe/Gibraltar,Gibraltar,,GI,Gibraltar
GIC,Boigu Island,Australia/Brisbane,,,AU,Australia
GID,Gitega,Africa/Bujumbura,Gitega,Gitega,BI,Burundi
GIF,Gilbert Field,America/New_York,Inwood,Florida,US,United States
GIG,Galeao Antonio Carlos Jobim International Airport,America/Sao_Paulo,Duque de Caxias,Rio de Janeiro,BR,Brazil
GII,Siguiri,Africa/Conakry,Siguiri,Kankan,GN,Guinea
GIL,Gilgit Airport,Asia/Karachi,Gilgit,Gilgit-Baltistan,PK,Pakistan
GIM,Miele Mimbale,Africa/Libreville,,,GA,Gabon
GIR,Girardot,America/Bogota,Girardot City,Cundinamarca,CO,Colombia
GIS,Gisborne Airport,Pacific/Auckland,Gisborne,Gisborne,NZ,New Zealand
GIT,Geita,Africa/Dar_es_Salaam,Geita,Geita,TZ,Tanzania
GIU,Sigiriya Slaf Base,Asia/Colombo,Sigiriya,Central,LK,Sri Lanka
GIY,Giyani,Africa/Johannesburg,Giyani,Limpopo,ZA,South Africa
GIZ,Jazan Regional Airport,Asia/Riyadh,Jizan,Jizan,SA,Saudi Arabia
GJA,Guanaja,America/Tegucigalpa,Guanaja,Bay Islands,HN,Honduras
GJL,Jijel Ferhat Abbas Airport,Africa/Algiers,Jijel,Jijel,DZ,Algeria
GJM,Guajara-Mirim,America/Porto_Velho,Guajara Mirim,Rondonia,BR,Brazil
GJR,Gjogur,Atlantic/Reykjavik,,,IS,Iceland
GJT,Grand Junction Regional Airport,America/Denver,Fruitvale,Colorado,US,United States
GKA,Goroka Airport,Pacific/Port_Moresby,,,PG,Papua New Guinea
GKD,Gokceada,Europe/Istanbul,Gokceada,Canakkale,TR,Turkey
GKE,Geilenkirchen,Europe/Berlin,Geilenkirchen,North Rhine-Westphalia,DE,Germany
GKH,Gorkha,Asia/Kathmandu,Lamjung,Western Region,NP,Nepal
GKK,Kooddoo Airport,Indian/Maldives,,,MV,Maldives
GKL,Great Keppel Island,Australia/Brisbane,Yeppoon,Queensland,AU,Australia
GKN,Gulkana,America/Anchorage,,,US,United States
GKO,Kongoboumba,Africa/Libreville,Booue,Ogooue-Ivindo,GA,Gabon
GKT,Gatlinburg,America/New_York,Sevierville,Tennessee,US,United States
GLA,Glasgow International Airport,Europe/London,Inchinnan,Scotland,GB,United Kingdom
GLB,San Calos Apache,America/Phoenix,,,US,United States
GLC,Geladi,Africa/Addis_Ababa,,,ET,Ethiopia
GLD,Renner Field,America/Denver,Goodland,Kansas,US,United States
GLE,Municipal,America/Chicago,Gainesville,Texas,US,United States
GLF,Golfito Airport,America/Costa_Rica,,,CR,Costa Rica
GLG,Glengyle,Australia/Brisbane,,,AU,Australia
GLH,Greenville Airport,America/Chicago,Metcalfe,Mississippi,US,United States
